Fecha,Tipo de Emisión,Nivel de Emisión (ppm),Fuente de Emisión,Consumo de Electricidad (kWh),Consumo de Gas Natural (m³),Volumen de Agua (m³),Tipo de Residuo,Cantidad de Residuo (kg),Método de Disposición,Concentración de Contaminante (ppm),Localización de Medición,Cumplimiento Normativo,Contador de Registros
2018-10-27,HAP,11,Hornos de Secado,167,83,19,Peligroso,6,Reciclaje,0.001161729219882447,En los alrededores,Sí,1396
2018-10-28,HAP,54,Procesos de Pintura,320,62,22,No peligroso,1,Vertedero,0.005023867583175064,Dentro de la planta,Sí,1397
2018-10-29,HAP,47,Maquinaria de Ensamble,453,94,31,No peligroso,5,Incineración,0.004978724412126256,En los alrededores,Sí,1398
2018-10-30,HAP,3,Maquinaria de Ensamble,146,100,37,Reciclable,7,Incineración,0.0027713096426755287,Dentro de la planta,Sí,1399
2018-10-31,NOx,39,Procesos de Pintura,259,16,37,Reciclable,4,Incineración,0.007693315674585529,En los alrededores,Sí,1400
2018-11-01,CO2,23,Maquinaria de Ensamble,302,31,20,No peligroso,3,Incineración,0.005477168595431768,Dentro de la planta,Sí,1401
2018-11-02,VOC,69,Maquinaria de Ensamble,427,86,17,Peligroso,9,Vertedero,0.00876907224494416,En los alrededores,Sí,1402
2018-11-03,NOx,73,Procesos de Pintura,162,28,37,Peligroso,1,Vertedero,0.005006245385306507,En los alrededores,Sí,1403
2018-11-04,VOC,28,Maquinaria de Ensamble,499,20,26,No peligroso,1,Vertedero,0.0045521380198526185,En los alrededores,Sí,1404
2018-11-05,VOC,73,Hornos de Secado,366,44,32,Reciclable,9,Incineración,0.006125556954106544,En los alrededores,Sí,1405
2018-11-06,CO2,29,Hornos de Secado,177,23,40,Peligroso,4,Vertedero,0.008746511555164888,Dentro de la planta,Sí,1406
2018-11-07,NOx,37,Procesos de Pintura,327,51,44,Reciclable,3,Vertedero,0.0031030310886341274,Dentro de la planta,Sí,1407
2018-11-08,NOx,94,Hornos de Secado,367,72,11,Peligroso,7,Reciclaje,0.009259243582470916,Dentro de la planta,Sí,1408
2018-11-09,VOC,100,Maquinaria de Ensamble,494,57,16,Reciclable,6,Incineración,0.0032531898897283753,Dentro de la planta,Sí,1409
2018-11-10,NOx,77,Hornos de Secado,171,63,36,Peligroso,1,Vertedero,0.007319092803176013,En los alrededores,Sí,1410
2018-11-11,NOx,8,Procesos de Pintura,477,59,39,Reciclable,4,Incineración,0.009196851796008678,En los alrededores,Sí,1411
2018-11-12,VOC,99,Maquinaria de Ensamble,441,40,30,Reciclable,6,Reciclaje,0.002802664175897385,Dentro de la planta,Sí,1412
2018-11-13,HAP,33,Hornos de Secado,403,96,42,Peligroso,2,Vertedero,0.004423626693647313,En los alrededores,Sí,1413
2018-11-14,VOC,20,Maquinaria de Ensamble,234,47,31,Peligroso,9,Incineración,0.0016706821174539356,Dentro de la planta,Sí,1414
2018-11-15,HAP,39,Procesos de Pintura,231,86,38,Reciclable,1,Vertedero,0.007587359875583668,Dentro de la planta,Sí,1415
2018-11-16,CO2,69,Maquinaria de Ensamble,331,91,28,Reciclable,1,Vertedero,0.001963969748950767,Dentro de la planta,Sí,1416
2018-11-17,NOx,67,Hornos de Secado,241,50,26,No peligroso,6,Incineración,0.008932164245519705,En los alrededores,Sí,1417
2018-11-18,HAP,49,Maquinaria de Ensamble,196,34,25,No peligroso,3,Reciclaje,0.00419240467343522,En los alrededores,Sí,1418
2018-11-19,CO2,76,Procesos de Pintura,250,11,37,Peligroso,4,Vertedero,0.007953532026224685,En los alrededores,Sí,1419
2018-11-20,VOC,3,Procesos de Pintura,328,95,13,No peligroso,8,Incineración,0.008992479614383,Dentro de la planta,Sí,1420
2018-11-21,HAP,42,Hornos de Secado,370,46,23,Reciclable,1,Incineración,0.0021953366856452645,En los alrededores,Sí,1421
2018-11-22,VOC,24,Maquinaria de Ensamble,452,61,10,No peligroso,8,Incineración,0.0038561442618021764,En los alrededores,Sí,1422
2018-11-23,CO2,45,Procesos de Pintura,335,64,21,Reciclable,10,Incineración,0.0021147590736951103,En los alrededores,Sí,1423
2018-11-24,HAP,61,Hornos de Secado,236,69,12,Peligroso,3,Reciclaje,0.006516871557519709,Dentro de la planta,Sí,1424
2018-11-25,VOC,48,Maquinaria de Ensamble,148,91,23,Reciclable,6,Reciclaje,0.009086429137606988,En los alrededores,Sí,1425
2018-11-26,CO2,16,Maquinaria de Ensamble,185,31,18,No peligroso,8,Incineración,0.005281046544330239,En los alrededores,Sí,1426
2018-11-27,HAP,61,Hornos de Secado,426,53,15,Reciclable,3,Incineración,0.001955972469665523,Dentro de la planta,Sí,1427
2018-11-28,NOx,21,Procesos de Pintura,252,49,14,No peligroso,10,Reciclaje,0.008578030603721098,Dentro de la planta,Sí,1428
2018-11-29,HAP,76,Maquinaria de Ensamble,435,55,45,Reciclable,1,Vertedero,0.006456913814950101,Dentro de la planta,Sí,1429
2018-11-30,HAP,70,Maquinaria de Ensamble,165,46,20,Reciclable,3,Reciclaje,0.003239555492548502,Dentro de la planta,Sí,1430
2018-12-01,VOC,81,Hornos de Secado,166,72,42,No peligroso,4,Vertedero,0.006702927499668084,En los alrededores,Sí,1431
2018-12-02,NOx,37,Maquinaria de Ensamble,460,50,29,Reciclable,8,Incineración,0.008071248015827242,En los alrededores,Sí,1432
2018-12-03,VOC,58,Hornos de Secado,158,17,25,Peligroso,8,Reciclaje,0.0023750889068300815,Dentro de la planta,Sí,1433
2018-12-04,CO2,37,Maquinaria de Ensamble,327,10,40,Peligroso,6,Reciclaje,0.00619803064366702,Dentro de la planta,Sí,1434
2018-12-05,CO2,73,Hornos de Secado,133,63,46,Reciclable,4,Incineración,0.003845939933716283,En los alrededores,Sí,1435
2018-12-06,NOx,59,Procesos de Pintura,352,87,17,Reciclable,8,Reciclaje,0.008905119923286124,Dentro de la planta,Sí,1436
2018-12-07,CO2,18,Hornos de Secado,465,74,31,Peligroso,4,Vertedero,0.009860138611638064,Dentro de la planta,Sí,1437
2018-12-08,HAP,94,Hornos de Secado,435,28,18,No peligroso,10,Incineración,0.007471173603799303,En los alrededores,Sí,1438
2018-12-09,VOC,10,Procesos de Pintura,294,35,26,Peligroso,3,Reciclaje,0.00210155971687271,En los alrededores,Sí,1439
2018-12-10,VOC,74,Maquinaria de Ensamble,234,25,25,No peligroso,5,Reciclaje,0.0029905589480165727,Dentro de la planta,Sí,1440
2018-12-11,VOC,62,Hornos de Secado,161,70,34,No peligroso,5,Incineración,0.0077248654327587716,En los alrededores,Sí,1441
2018-12-12,NOx,65,Hornos de Secado,215,64,19,Peligroso,7,Reciclaje,0.0072212910608698035,En los alrededores,Sí,1442
2018-12-13,VOC,78,Maquinaria de Ensamble,277,13,44,Peligroso,1,Reciclaje,0.0036070609153731215,Dentro de la planta,Sí,1443
2018-12-14,CO2,8,Maquinaria de Ensamble,328,47,28,Peligroso,7,Incineración,0.0028085187979294346,Dentro de la planta,Sí,1444
2018-12-15,VOC,33,Maquinaria de Ensamble,364,98,43,Reciclable,1,Reciclaje,0.0043214309088305015,Dentro de la planta,Sí,1445
2018-12-16,CO2,39,Procesos de Pintura,101,72,20,Reciclable,1,Reciclaje,0.008065682701449521,En los alrededores,Sí,1446
2018-12-17,CO2,74,Maquinaria de Ensamble,144,48,13,Peligroso,2,Incineración,0.007267692184832355,Dentro de la planta,Sí,1447
2018-12-18,VOC,60,Procesos de Pintura,436,65,20,Peligroso,1,Reciclaje,0.006662159473373099,En los alrededores,Sí,1448
2018-12-19,NOx,31,Procesos de Pintura,489,48,19,No peligroso,10,Incineración,0.003146695712208725,Dentro de la planta,Sí,1449
2018-12-20,CO2,99,Procesos de Pintura,430,97,12,Peligroso,2,Incineración,0.004890840552279308,Dentro de la planta,Sí,1450
2018-12-21,NOx,39,Procesos de Pintura,346,88,13,Peligroso,10,Reciclaje,0.005860793513957278,En los alrededores,Sí,1451
2018-12-22,VOC,92,Procesos de Pintura,208,49,17,Peligroso,9,Reciclaje,0.008641378238702115,Dentro de la planta,Sí,1452
2018-12-23,HAP,71,Procesos de Pintura,436,97,49,No peligroso,4,Reciclaje,0.004807153784607039,En los alrededores,Sí,1453
2018-12-24,HAP,95,Maquinaria de Ensamble,139,82,50,Reciclable,7,Reciclaje,0.0061968952869890905,En los alrededores,Sí,1454
2018-12-25,HAP,5,Procesos de Pintura,269,78,14,Reciclable,8,Vertedero,0.009765315097482734,Dentro de la planta,Sí,1455
2018-12-26,NOx,49,Maquinaria de Ensamble,140,84,44,Peligroso,9,Vertedero,0.005221081703461319,Dentro de la planta,Sí,1456
2018-12-27,VOC,70,Procesos de Pintura,225,24,27,Peligroso,3,Incineración,0.004836796568727162,Dentro de la planta,Sí,1457
2018-12-28,VOC,8,Maquinaria de Ensamble,276,19,50,Peligroso,3,Reciclaje,0.006052493359346962,Dentro de la planta,Sí,1458
2018-12-29,HAP,8,Hornos de Secado,395,20,32,Reciclable,4,Reciclaje,0.006678576526591156,Dentro de la planta,Sí,1459
2018-12-30,HAP,64,Maquinaria de Ensamble,474,78,16,Peligroso,10,Reciclaje,0.0073781093414859705,En los alrededores,Sí,1460
2018-12-31,VOC,5,Hornos de Secado,208,41,40,No peligroso,9,Vertedero,0.0014417002432783846,En los alrededores,Sí,1461
2019-01-01,CO2,86,Maquinaria de Ensamble,197,83,48,No peligroso,7,Vertedero,0.009791349149931669,Dentro de la planta,No,1462
2019-01-02,NOx,91,Maquinaria de Ensamble,403,89,23,Reciclable,1,Vertedero,0.007450942905214754,Dentro de la planta,No,1463
2019-01-03,CO2,3,Maquinaria de Ensamble,165,69,16,Peligroso,4,Incineración,0.007915121825951929,Dentro de la planta,No,1464
2019-01-04,NOx,36,Procesos de Pintura,155,71,28,Reciclable,5,Vertedero,0.0013337012636872197,En los alrededores,No,1465
2019-01-05,HAP,43,Maquinaria de Ensamble,358,100,29,Reciclable,10,Vertedero,0.006871660609368694,Dentro de la planta,No,1466
2019-01-06,VOC,59,Hornos de Secado,143,61,22,Reciclable,5,Reciclaje,0.008328969563526134,Dentro de la planta,No,1467
2019-01-07,CO2,10,Maquinaria de Ensamble,351,29,38,Reciclable,5,Vertedero,0.009299913508920031,Dentro de la planta,No,1468
2019-01-08,CO2,55,Hornos de Secado,348,89,15,Peligroso,10,Vertedero,0.008487463546960628,En los alrededores,No,1469
2019-01-09,NOx,10,Hornos de Secado,195,95,16,Peligroso,4,Vertedero,0.009410106316238419,Dentro de la planta,No,1470
2019-01-10,HAP,42,Maquinaria de Ensamble,138,43,20,No peligroso,3,Vertedero,0.005813957379194552,En los alrededores,No,1471
2019-01-11,VOC,64,Procesos de Pintura,173,29,27,Reciclable,8,Vertedero,0.0012291114850176421,En los alrededores,No,1472
2019-01-12,NOx,43,Procesos de Pintura,342,21,14,Reciclable,8,Incineración,0.006250964512260001,Dentro de la planta,No,1473
2019-01-13,NOx,31,Hornos de Secado,115,91,36,Peligroso,6,Reciclaje,0.0066476039572549534,En los alrededores,No,1474
2019-01-14,VOC,25,Procesos de Pintura,450,67,16,Reciclable,1,Vertedero,0.0010257387468451818,Dentro de la planta,No,1475
2019-01-15,VOC,36,Maquinaria de Ensamble,494,19,36,Peligroso,4,Vertedero,0.009031689611324337,Dentro de la planta,No,1476
2019-01-16,VOC,13,Maquinaria de Ensamble,202,24,38,Peligroso,7,Reciclaje,0.001075531378775286,En los alrededores,No,1477
2019-01-17,HAP,13,Procesos de Pintura,332,51,33,Peligroso,9,Vertedero,0.0025912336186612456,Dentro de la planta,No,1478
2019-01-18,NOx,35,Maquinaria de Ensamble,372,75,26,No peligroso,8,Vertedero,0.00944963917624866,Dentro de la planta,No,1479
2019-01-19,NOx,11,Maquinaria de Ensamble,431,92,43,Peligroso,5,Vertedero,0.00643516762016499,En los alrededores,No,1480
2019-01-20,HAP,60,Procesos de Pintura,258,72,19,Peligroso,5,Vertedero,0.006381508841050356,Dentro de la planta,No,1481
2019-01-21,HAP,36,Procesos de Pintura,336,53,29,Peligroso,3,Reciclaje,0.003338396907431133,Dentro de la planta,No,1482
2019-01-22,VOC,20,Procesos de Pintura,281,70,41,Peligroso,5,Vertedero,0.0022096277303276,En los alrededores,No,1483
2019-01-23,NOx,38,Maquinaria de Ensamble,289,27,10,Peligroso,6,Reciclaje,0.005190249623912415,Dentro de la planta,No,1484
2019-01-24,NOx,51,Procesos de Pintura,353,49,49,No peligroso,2,Reciclaje,0.0054580097501142994,Dentro de la planta,No,1485
2019-01-25,HAP,42,Procesos de Pintura,210,19,18,Reciclable,3,Incineración,0.008580331850218406,En los alrededores,No,1486
2019-01-26,HAP,100,Maquinaria de Ensamble,462,85,17,Peligroso,9,Vertedero,0.006550810467317138,Dentro de la planta,No,1487
2019-01-27,HAP,50,Procesos de Pintura,135,98,34,Peligroso,7,Vertedero,0.003900154463385794,En los alrededores,No,1488
2019-01-28,HAP,41,Procesos de Pintura,405,44,28,Peligroso,3,Incineración,0.005057897280044697,En los alrededores,No,1489
2019-01-29,CO2,96,Procesos de Pintura,118,85,27,No peligroso,1,Incineración,0.006051830380200328,En los alrededores,No,1490
2019-01-30,CO2,75,Procesos de Pintura,456,65,10,Peligroso,6,Vertedero,0.0033025403899652277,En los alrededores,No,1491
2019-01-31,CO2,14,Maquinaria de Ensamble,111,96,43,No peligroso,10,Reciclaje,0.0029291831450112774,Dentro de la planta,No,1492
2019-02-01,HAP,97,Hornos de Secado,157,35,22,Peligroso,7,Vertedero,0.0031491213181068837,Dentro de la planta,No,1493
2019-02-02,HAP,86,Procesos de Pintura,106,79,31,Peligroso,5,Reciclaje,0.006995166394294864,En los alrededores,No,1494
2019-02-03,VOC,79,Hornos de Secado,100,88,27,Peligroso,7,Vertedero,0.0068237150385538035,Dentro de la planta,No,1495
2019-02-04,CO2,73,Hornos de Secado,415,51,21,Reciclable,8,Vertedero,0.00946940413584936,En los alrededores,No,1496
2019-02-05,NOx,33,Maquinaria de Ensamble,425,57,47,Peligroso,9,Incineración,0.003734971079807025,En los alrededores,No,1497
2019-02-06,VOC,100,Hornos de Secado,162,78,16,Peligroso,7,Incineración,0.006847514193808284,Dentro de la planta,No,1498
2019-02-07,HAP,69,Maquinaria de Ensamble,308,31,38,Reciclable,9,Incineración,0.0018306334670765648,En los alrededores,No,1499
2019-02-08,HAP,58,Hornos de Secado,139,79,39,Peligroso,8,Incineración,0.005441131798372846,Dentro de la planta,No,1500
2019-02-09,CO2,92,Procesos de Pintura,409,92,14,No peligroso,8,Incineración,0.008584875926148889,En los alrededores,No,1501
2019-02-10,NOx,100,Maquinaria de Ensamble,491,46,49,No peligroso,1,Incineración,0.004314634143244189,Dentro de la planta,No,1502
2019-02-11,CO2,25,Maquinaria de Ensamble,130,78,11,No peligroso,3,Incineración,0.005972356328863408,Dentro de la planta,No,1503
2019-02-12,NOx,85,Maquinaria de Ensamble,380,60,42,Reciclable,5,Incineración,0.008941734680395715,En los alrededores,No,1504
2019-02-13,NOx,34,Procesos de Pintura,218,53,20,No peligroso,7,Incineración,0.004733314168579963,Dentro de la planta,No,1505
2019-02-14,NOx,36,Hornos de Secado,417,91,47,Peligroso,6,Vertedero,0.004670494276788716,Dentro de la planta,No,1506
2019-02-15,CO2,28,Maquinaria de Ensamble,165,40,35,Peligroso,1,Vertedero,0.004483004034062302,En los alrededores,No,1507
2019-02-16,NOx,68,Maquinaria de Ensamble,241,98,44,Reciclable,6,Incineración,0.002199169518374753,En los alrededores,No,1508
2019-02-17,HAP,58,Hornos de Secado,191,68,11,No peligroso,8,Reciclaje,0.005623044717988392,Dentro de la planta,No,1509
2019-02-18,VOC,1,Procesos de Pintura,288,42,39,Peligroso,5,Vertedero,0.0026553638297724695,En los alrededores,No,1510
2019-02-19,VOC,9,Maquinaria de Ensamble,278,79,13,No peligroso,10,Incineración,0.006651765444571334,En los alrededores,No,1511
2019-02-20,NOx,40,Maquinaria de Ensamble,338,76,15,Reciclable,2,Reciclaje,0.0011118307097816667,En los alrededores,No,1512
2019-02-21,VOC,40,Maquinaria de Ensamble,241,86,14,Peligroso,7,Incineración,0.009986875911500707,Dentro de la planta,No,1513
2019-02-22,HAP,73,Procesos de Pintura,343,75,21,Peligroso,10,Incineración,0.007849908719834271,Dentro de la planta,No,1514
2019-02-23,CO2,69,Maquinaria de Ensamble,205,85,42,Peligroso,6,Incineración,0.0035412064734390673,En los alrededores,No,1515
2019-02-24,CO2,3,Hornos de Secado,132,56,12,Reciclable,7,Incineración,0.008091619351850512,En los alrededores,No,1516
2019-02-25,HAP,49,Procesos de Pintura,165,100,33,Peligroso,7,Reciclaje,0.004398003713113998,En los alrededores,No,1517
2019-02-26,CO2,75,Hornos de Secado,205,89,30,Reciclable,1,Incineración,0.0061551681898944655,Dentro de la planta,No,1518
2019-02-27,VOC,78,Hornos de Secado,474,32,29,Peligroso,1,Reciclaje,0.008133191810592504,En los alrededores,No,1519
2019-02-28,NOx,83,Hornos de Secado,399,51,24,No peligroso,5,Reciclaje,0.00491016674515147,Dentro de la planta,No,1520
2019-03-01,HAP,73,Maquinaria de Ensamble,231,54,40,Peligroso,1,Vertedero,0.007355079938550906,Dentro de la planta,No,1521
2019-03-02,NOx,10,Procesos de Pintura,346,79,41,No peligroso,6,Reciclaje,0.001282818334923378,Dentro de la planta,No,1522
2019-03-03,CO2,28,Procesos de Pintura,394,49,22,Reciclable,10,Vertedero,0.004018394117216445,En los alrededores,No,1523
2019-03-04,HAP,49,Procesos de Pintura,283,54,12,No peligroso,4,Incineración,0.009258641182778912,En los alrededores,No,1524
2019-03-05,NOx,63,Procesos de Pintura,467,22,28,Peligroso,2,Vertedero,0.006236931388698962,Dentro de la planta,No,1525
2019-03-06,CO2,36,Procesos de Pintura,209,14,30,No peligroso,1,Incineración,0.00603984660664506,Dentro de la planta,No,1526
2019-03-07,VOC,52,Hornos de Secado,438,41,26,Peligroso,9,Incineración,0.005404826090076464,En los alrededores,No,1527
2019-03-08,CO2,29,Maquinaria de Ensamble,247,24,25,No peligroso,6,Vertedero,0.00551160718829488,Dentro de la planta,No,1528
2019-03-09,NOx,44,Maquinaria de Ensamble,366,97,43,Reciclable,9,Reciclaje,0.005270499706402308,Dentro de la planta,No,1529
2019-03-10,HAP,57,Hornos de Secado,346,39,47,No peligroso,10,Vertedero,0.0025209262834771425,En los alrededores,No,1530
2019-03-11,VOC,29,Maquinaria de Ensamble,235,50,25,Peligroso,10,Incineración,0.00331650008185751,En los alrededores,No,1531
2019-03-12,CO2,63,Hornos de Secado,374,41,49,Peligroso,10,Reciclaje,0.008141565475511984,Dentro de la planta,No,1532
2019-03-13,HAP,28,Procesos de Pintura,262,85,24,Peligroso,9,Incineración,0.007470783699932675,En los alrededores,No,1533
2019-03-14,VOC,73,Maquinaria de Ensamble,311,22,47,No peligroso,1,Reciclaje,0.005361157765833957,En los alrededores,No,1534
2019-03-15,NOx,89,Maquinaria de Ensamble,107,46,19,Reciclable,5,Reciclaje,0.004648557787574878,En los alrededores,No,1535
2019-03-16,HAP,33,Procesos de Pintura,417,35,29,No peligroso,4,Vertedero,0.006951862101080396,En los alrededores,No,1536
2019-03-17,NOx,21,Maquinaria de Ensamble,181,76,23,Peligroso,3,Reciclaje,0.006350954319313154,Dentro de la planta,No,1537
2019-03-18,VOC,52,Maquinaria de Ensamble,246,69,11,Reciclable,6,Incineración,0.0038718574006329897,Dentro de la planta,No,1538
2019-03-19,CO2,6,Maquinaria de Ensamble,343,45,17,No peligroso,4,Incineración,0.009824924890377115,Dentro de la planta,No,1539
2019-03-20,HAP,63,Maquinaria de Ensamble,218,39,46,Peligroso,8,Incineración,0.00638879631310797,En los alrededores,No,1540
2019-03-21,CO2,4,Procesos de Pintura,251,32,49,Peligroso,2,Vertedero,0.007679286458688046,Dentro de la planta,No,1541
2019-03-22,HAP,11,Hornos de Secado,262,78,40,Peligroso,10,Reciclaje,0.007042571359252276,En los alrededores,No,1542
2019-03-23,CO2,43,Hornos de Secado,281,42,36,Peligroso,8,Vertedero,0.005866875487163068,Dentro de la planta,No,1543
2019-03-24,CO2,56,Maquinaria de Ensamble,124,51,22,Reciclable,4,Reciclaje,0.004368764923295092,En los alrededores,No,1544
2019-03-25,NOx,10,Hornos de Secado,276,93,36,Peligroso,8,Reciclaje,0.0013737310688401129,En los alrededores,No,1545
2019-03-26,CO2,17,Maquinaria de Ensamble,399,80,46,Reciclable,4,Reciclaje,0.008811770672736778,En los alrededores,No,1546
2019-03-27,HAP,14,Maquinaria de Ensamble,355,10,24,Peligroso,1,Reciclaje,0.008379999638328639,En los alrededores,No,1547
2019-03-28,NOx,86,Procesos de Pintura,300,69,21,No peligroso,8,Vertedero,0.007651259219349526,Dentro de la planta,No,1548
2019-03-29,VOC,84,Maquinaria de Ensamble,283,91,25,Peligroso,8,Reciclaje,0.006529861340170817,En los alrededores,No,1549
2019-03-30,CO2,74,Procesos de Pintura,238,38,26,Peligroso,3,Reciclaje,0.006541471489620657,En los alrededores,No,1550
2019-03-31,CO2,74,Procesos de Pintura,457,89,31,Reciclable,5,Incineración,0.004264322018360811,Dentro de la planta,No,1551
2019-04-01,VOC,2,Procesos de Pintura,111,100,26,Peligroso,9,Reciclaje,0.004532619776576192,En los alrededores,No,1552
2019-04-02,NOx,58,Procesos de Pintura,477,80,11,Peligroso,7,Vertedero,0.005926664970664653,Dentro de la planta,No,1553
2019-04-03,CO2,36,Hornos de Secado,428,92,45,Reciclable,1,Reciclaje,0.002842062564646552,En los alrededores,No,1554
2019-04-04,NOx,14,Hornos de Secado,176,26,13,Peligroso,5,Reciclaje,0.007934546378086285,En los alrededores,No,1555
2019-04-05,NOx,70,Hornos de Secado,457,40,16,No peligroso,8,Reciclaje,0.007216914835408279,En los alrededores,No,1556
2019-04-06,VOC,35,Maquinaria de Ensamble,377,31,37,Peligroso,7,Reciclaje,0.007210791588813281,Dentro de la planta,No,1557
2019-04-07,VOC,93,Maquinaria de Ensamble,198,32,21,No peligroso,3,Reciclaje,0.008201661499440512,Dentro de la planta,No,1558
2019-04-08,CO2,84,Procesos de Pintura,248,74,40,No peligroso,8,Reciclaje,0.007900179566299455,Dentro de la planta,No,1559
2019-04-09,CO2,90,Procesos de Pintura,349,74,47,Peligroso,4,Incineración,0.004009995260959131,Dentro de la planta,No,1560
2019-04-10,HAP,71,Maquinaria de Ensamble,252,14,43,No peligroso,1,Incineración,0.008876952135345843,En los alrededores,No,1561
2019-04-11,NOx,64,Maquinaria de Ensamble,279,42,22,Reciclable,2,Incineración,0.007205557187244907,En los alrededores,No,1562
2019-04-12,HAP,28,Procesos de Pintura,233,50,50,Reciclable,1,Reciclaje,0.005722346971436901,Dentro de la planta,No,1563
2019-04-13,NOx,85,Maquinaria de Ensamble,341,91,29,Reciclable,4,Incineración,0.0014662678300104111,En los alrededores,No,1564
2019-04-14,CO2,66,Maquinaria de Ensamble,409,94,36,Peligroso,1,Reciclaje,0.0031621728553167605,En los alrededores,No,1565
2019-04-15,VOC,6,Procesos de Pintura,130,73,18,No peligroso,5,Incineración,0.005436997519921163,Dentro de la planta,No,1566
2019-04-16,HAP,76,Hornos de Secado,433,18,49,Peligroso,1,Incineración,0.008460450530916465,Dentro de la planta,No,1567
2019-04-17,HAP,12,Hornos de Secado,372,55,40,Peligroso,6,Incineración,0.005448705970294147,Dentro de la planta,No,1568
2019-04-18,CO2,95,Hornos de Secado,489,78,11,Peligroso,10,Incineración,0.0012467955167026659,Dentro de la planta,No,1569
2019-04-19,NOx,36,Hornos de Secado,284,76,27,Reciclable,1,Vertedero,0.00171275143362504,En los alrededores,No,1570
2019-04-20,HAP,98,Hornos de Secado,119,81,10,No peligroso,5,Reciclaje,0.0026772672444556897,Dentro de la planta,No,1571
2019-04-21,HAP,37,Hornos de Secado,234,59,15,Reciclable,1,Incineración,0.0034107802757938174,Dentro de la planta,No,1572
2019-04-22,HAP,14,Maquinaria de Ensamble,324,78,21,Peligroso,3,Vertedero,0.009461431090617919,Dentro de la planta,No,1573
2019-04-23,VOC,24,Hornos de Secado,495,29,24,Peligroso,6,Vertedero,0.004697623458128757,Dentro de la planta,No,1574
2019-04-24,NOx,93,Maquinaria de Ensamble,196,67,40,Reciclable,7,Reciclaje,0.00906122529630277,Dentro de la planta,No,1575
2019-04-25,CO2,65,Maquinaria de Ensamble,418,62,10,Peligroso,5,Incineración,0.007145047984450566,Dentro de la planta,No,1576
2019-04-26,CO2,65,Maquinaria de Ensamble,240,79,48,Peligroso,9,Vertedero,0.0014856105837202961,Dentro de la planta,No,1577
2019-04-27,VOC,70,Maquinaria de Ensamble,496,11,34,No peligroso,8,Reciclaje,0.009885459009657864,En los alrededores,No,1578
2019-04-28,VOC,47,Procesos de Pintura,401,79,21,Reciclable,8,Vertedero,0.004891633001272202,En los alrededores,No,1579
2019-04-29,VOC,13,Maquinaria de Ensamble,114,45,21,Peligroso,8,Incineración,0.0018540046747660276,Dentro de la planta,No,1580
2019-04-30,VOC,76,Maquinaria de Ensamble,147,72,47,Peligroso,8,Vertedero,0.008251505427117393,En los alrededores,No,1581
2019-05-01,VOC,37,Maquinaria de Ensamble,471,12,23,Peligroso,9,Incineración,0.007166537797252331,En los alrededores,No,1582
2019-05-02,NOx,59,Hornos de Secado,207,86,19,Peligroso,2,Vertedero,0.005088856514879888,En los alrededores,No,1583
2019-05-03,NOx,98,Maquinaria de Ensamble,285,31,26,No peligroso,9,Vertedero,0.009749115317320312,Dentro de la planta,No,1584
2019-05-04,VOC,88,Procesos de Pintura,104,66,14,Reciclable,10,Vertedero,0.004941740095917317,En los alrededores,No,1585
2019-05-05,NOx,6,Maquinaria de Ensamble,348,15,24,Reciclable,4,Vertedero,0.0037666850991646696,Dentro de la planta,No,1586
2019-05-06,NOx,53,Hornos de Secado,476,76,18,Reciclable,6,Reciclaje,0.009554711184836435,Dentro de la planta,No,1587
2019-05-07,CO2,22,Maquinaria de Ensamble,243,41,27,No peligroso,10,Reciclaje,0.006820476197540528,En los alrededores,No,1588
2019-05-08,NOx,32,Procesos de Pintura,213,24,17,Reciclable,4,Reciclaje,0.006866436793818239,Dentro de la planta,No,1589
2019-05-09,CO2,30,Procesos de Pintura,168,65,23,No peligroso,6,Incineración,0.009612694373045766,En los alrededores,No,1590
2019-05-10,HAP,87,Maquinaria de Ensamble,208,80,30,No peligroso,1,Vertedero,0.0011828768636697885,En los alrededores,No,1591
2019-05-11,CO2,51,Maquinaria de Ensamble,440,87,28,Reciclable,9,Incineración,0.0021477788024398215,En los alrededores,No,1592
2019-05-12,NOx,84,Hornos de Secado,173,37,29,Reciclable,8,Reciclaje,0.007989921288354197,En los alrededores,No,1593
2019-05-13,CO2,16,Procesos de Pintura,471,10,47,Reciclable,10,Incineración,0.007807422106205257,En los alrededores,No,1594
2019-05-14,HAP,84,Procesos de Pintura,203,90,35,Peligroso,9,Reciclaje,0.0058130989255589394,Dentro de la planta,No,1595
2019-05-15,VOC,55,Maquinaria de Ensamble,493,56,14,Peligroso,8,Vertedero,0.008357543918748038,En los alrededores,No,1596
2019-05-16,NOx,25,Procesos de Pintura,352,75,18,Reciclable,8,Vertedero,0.005309129740068833,Dentro de la planta,No,1597
2019-05-17,NOx,100,Hornos de Secado,403,10,24,Reciclable,3,Vertedero,0.0015892315370516763,Dentro de la planta,No,1598
2019-05-18,CO2,42,Procesos de Pintura,341,99,21,Reciclable,7,Reciclaje,0.007409462234742993,Dentro de la planta,No,1599
2019-05-19,CO2,46,Hornos de Secado,407,53,34,Reciclable,8,Incineración,0.009971846702506872,Dentro de la planta,No,1600
2019-05-20,VOC,19,Maquinaria de Ensamble,285,42,44,No peligroso,5,Reciclaje,0.007274139322317828,En los alrededores,No,1601
2019-05-21,CO2,80,Maquinaria de Ensamble,279,32,33,Reciclable,5,Vertedero,0.003169933737257053,En los alrededores,No,1602
